"","hour","day","month","year","mw"
"39357",21,27,6,2020,4291.528
"39358",22,27,6,2020,4060.371
"39359",23,27,6,2020,3775.683
"39360",0,28,6,2020,3527.75
"39361",1,28,6,2020,3365.524
"39362",2,28,6,2020,3247.413
"39363",3,28,6,2020,3164.974
"39364",4,28,6,2020,3092.621
"39365",5,28,6,2020,3090.213
"39366",6,28,6,2020,3074.442
"39367",7,28,6,2020,3188.42
"39368",8,28,6,2020,3447.393
"39369",9,28,6,2020,3690.207
"39370",10,28,6,2020,3829.035
"39371",11,28,6,2020,3953.141
"39372",12,28,6,2020,4093.846
"39373",13,28,6,2020,4165.788
"39374",14,28,6,2020,4229.252
"39375",15,28,6,2020,4210.509
"39376",16,28,6,2020,4226
"39377",17,28,6,2020,4248.426
"39378",18,28,6,2020,4206.438
"39379",19,28,6,2020,4123.503
"39380",20,28,6,2020,4052.699
"39381",21,28,6,2020,4012.603
"39382",22,28,6,2020,3813.642
"39383",23,28,6,2020,3567.116
"39384",0,29,6,2020,3372.515
"39385",1,29,6,2020,3212.542
"39386",2,29,6,2020,3135.388
"39387",3,29,6,2020,3082.057
"39388",4,29,6,2020,3104.617
"39389",5,29,6,2020,3197.78
"39390",6,29,6,2020,3345.869
"39391",7,29,6,2020,3598.91
"39392",8,29,6,2020,3847.999
"39393",9,29,6,2020,4119.209
"39394",10,29,6,2020,4409.619
"39395",11,29,6,2020,4675.183
"39396",12,29,6,2020,4940.125
"39397",13,29,6,2020,5134.442
"39398",14,29,6,2020,5266.581
"39399",15,29,6,2020,5372.632
"39400",16,29,6,2020,5420.616
"39401",17,29,6,2020,5416.31
"39402",18,29,6,2020,5334.583
"39403",19,29,6,2020,5153.408
"39404",20,29,6,2020,4962.358
"39405",21,29,6,2020,4812.775
"39406",22,29,6,2020,4472.958
"39407",23,29,6,2020,4105.541
"39408",0,30,6,2020,3805.28
"39409",1,30,6,2020,3589.941
"39410",2,30,6,2020,3450.208
"39411",3,30,6,2020,3376.767
"39412",4,30,6,2020,3350.692
"39413",5,30,6,2020,3401.871
"39414",6,30,6,2020,3491.86
"39415",7,30,6,2020,3678.091
"39416",8,30,6,2020,3898.64
"39417",9,30,6,2020,4149.973
"39418",10,30,6,2020,4431.519
"39419",11,30,6,2020,4692.084
"39420",12,30,6,2020,4878.425
"39421",13,30,6,2020,5019.714
"39422",14,30,6,2020,5087.657
"39423",15,30,6,2020,5111.596
"39424",16,30,6,2020,5083.904
"39425",17,30,6,2020,5028.267
"39426",18,30,6,2020,4932.667
"39427",19,30,6,2020,4749.865
"39428",20,30,6,2020,4612.541
"39429",21,30,6,2020,4545.831
"39430",22,30,6,2020,4262.073
"39431",23,30,6,2020,3959.549
"39432",0,1,7,2020,3661.646
"39433",1,1,7,2020,3486.12
"39434",2,1,7,2020,3350.179
"39435",3,1,7,2020,3267.042
"39436",4,1,7,2020,3253.565
"39437",5,1,7,2020,3332.807
"39438",6,1,7,2020,3488.944
"39439",7,1,7,2020,3691.228
"39440",8,1,7,2020,3904.689
"39441",9,1,7,2020,4168.835
"39442",10,1,7,2020,4458.968
"39443",11,1,7,2020,4751.433
"39444",12,1,7,2020,5053.574
"39445",13,1,7,2020,5239.838
"39446",14,1,7,2020,5383.235
"39447",15,1,7,2020,5478.943
"39448",16,1,7,2020,5540.017
"39449",17,1,7,2020,5548.275
"39450",18,1,7,2020,5457.128
"39451",19,1,7,2020,5265.334
"39452",20,1,7,2020,4992.575
"39453",21,1,7,2020,4809.182
"39454",22,1,7,2020,4463.994
"39455",23,1,7,2020,4075.542
"39456",0,2,7,2020,3762.561
"39457",1,2,7,2020,3521.42
"39458",2,2,7,2020,3361.167
"39459",3,2,7,2020,3257.687
"39460",4,2,7,2020,3230.592
"39461",5,2,7,2020,3283.871
"39462",6,2,7,2020,3400.418
"39463",7,2,7,2020,3634.774
"39464",8,2,7,2020,3869.934
"39465",9,2,7,2020,4156.422
"39466",10,2,7,2020,4442.008
"39467",11,2,7,2020,4749.06
"39468",12,2,7,2020,5016.882
"39469",13,2,7,2020,5193.383
"39470",14,2,7,2020,5322.127
"39471",15,2,7,2020,5411.62
"39472",16,2,7,2020,5461.027
"39473",17,2,7,2020,5453.657
"39474",18,2,7,2020,5402.227
"39475",19,2,7,2020,5194.419
"39476",20,2,7,2020,4920.276
"39477",21,2,7,2020,4748.2
"39478",22,2,7,2020,4395.555
"39479",23,2,7,2020,4013.979
"39480",0,3,7,2020,3689.11
"39481",1,3,7,2020,3439.675
"39482",2,3,7,2020,3296.561
"39483",3,3,7,2020,3172.671
"39484",4,3,7,2020,3123.482
"39485",5,3,7,2020,3131.848
"39486",6,3,7,2020,3179.832
"39487",7,3,7,2020,3359.022
"39488",8,3,7,2020,3609.492
"39489",9,3,7,2020,3932.009
"39490",10,3,7,2020,4308.141
"39491",11,3,7,2020,4691.364
"39492",12,3,7,2020,4985.738
"39493",13,3,7,2020,5173.113
"39494",14,3,7,2020,5330.829
"39495",15,3,7,2020,5438.35
"39496",16,3,7,2020,5519.961
"39497",17,3,7,2020,5520.992
"39498",18,3,7,2020,5413
"39499",19,3,7,2020,5204.946
"39500",20,3,7,2020,4914.572
"39501",21,3,7,2020,4680.552
"39502",22,3,7,2020,4367.614
"39503",23,3,7,2020,4009.167
"39504",0,4,7,2020,3677.15
"39505",1,4,7,2020,3442.175
"39506",2,4,7,2020,3308.69
"39507",3,4,7,2020,3185.641
"39508",4,4,7,2020,3136.481
"39509",5,4,7,2020,3112.44
"39510",6,4,7,2020,3056.705
"39511",7,4,7,2020,3195.993
"39512",8,4,7,2020,3492.573
"39513",9,4,7,2020,3874.778
"39514",10,4,7,2020,4312.357
"39515",11,4,7,2020,4710.022
"39516",12,4,7,2020,5007.022
"39517",13,4,7,2020,5201.522
"39518",14,4,7,2020,5335.869
"39519",15,4,7,2020,5435.605
"39520",16,4,7,2020,5491.596
"39521",17,4,7,2020,5489.551
"39522",18,4,7,2020,5383.196
"39523",19,4,7,2020,5162.568
"39524",20,4,7,2020,4876.15
"39525",21,4,7,2020,4649.061
"39526",22,4,7,2020,4399.489
"39527",23,4,7,2020,4140.989
"39528",0,5,7,2020,3869.868
"39529",1,5,7,2020,3621.696
"39530",2,5,7,2020,3437.55
"39531",3,5,7,2020,3296.986
"39532",4,5,7,2020,3236.905
"39533",5,5,7,2020,3207.946
"39534",6,5,7,2020,3156.204
"39535",7,5,7,2020,3299.438
"39536",8,5,7,2020,3601.851
"39537",9,5,7,2020,4006.301
"39538",10,5,7,2020,4443.148
"39539",11,5,7,2020,4850.096
"39540",12,5,7,2020,5191.632
"39541",13,5,7,2020,5411.513
"39542",14,5,7,2020,5529.528
"39543",15,5,7,2020,5567.037
"39544",16,5,7,2020,5551.838
"39545",17,5,7,2020,5515.465
"39546",18,5,7,2020,5377.346
"39547",19,5,7,2020,5158.752
"39548",20,5,7,2020,4973.492
"39549",21,5,7,2020,4904.803
"39550",22,5,7,2020,4577.443
"39551",23,5,7,2020,4227.231
"39552",0,6,7,2020,3930.461
"39553",1,6,7,2020,3707.252
"39554",2,6,7,2020,3561.422
"39555",3,6,7,2020,3465.323
"39556",4,6,7,2020,3445.277
"39557",5,6,7,2020,3516.09
"39558",6,6,7,2020,3622.065
"39559",7,6,7,2020,3914.521
"39560",8,6,7,2020,4232.782
"39561",9,6,7,2020,4619.269
"39562",10,6,7,2020,5042.241
"39563",11,6,7,2020,5452.549
"39564",12,6,7,2020,5754.153
"39565",13,6,7,2020,5970.04
"39566",14,6,7,2020,6049.992
"39567",15,6,7,2020,6043.773
"39568",16,6,7,2020,6013.105
"39569",17,6,7,2020,6007.299
"39570",18,6,7,2020,5955.447
"39571",19,6,7,2020,5749.117
"39572",20,6,7,2020,5474.695
"39573",21,6,7,2020,5269.689
"39574",22,6,7,2020,4877.638
"39575",23,6,7,2020,4495.446
"39576",0,7,7,2020,4159.68
"39577",1,7,7,2020,3926.879
"39578",2,7,7,2020,3750.798
"39579",3,7,7,2020,3653.75
"39580",4,7,7,2020,3603.008
"39581",5,7,7,2020,3683.667
"39582",6,7,7,2020,3791.759
"39583",7,7,7,2020,4011.494
"39584",8,7,7,2020,4236.027
"39585",9,7,7,2020,4585.478
"39586",10,7,7,2020,4961.3
"39587",11,7,7,2020,5291.324
"39588",12,7,7,2020,5629.939
"39589",13,7,7,2020,5864.55
"39590",14,7,7,2020,5962.678
"39591",15,7,7,2020,5968.076
"39592",16,7,7,2020,5995.315
"39593",17,7,7,2020,5947.479
"39594",18,7,7,2020,5799.412
"39595",19,7,7,2020,5549.789
"39596",20,7,7,2020,5303.871
"39597",21,7,7,2020,5142.832
"39598",22,7,7,2020,4807.387
"39599",23,7,7,2020,4439.243
"39600",0,8,7,2020,4091.211
"39601",1,8,7,2020,3885.25
"39602",2,8,7,2020,3747.456
"39603",3,8,7,2020,3642.252
"39604",4,8,7,2020,3619.756
"39605",5,8,7,2020,3693.55
"39606",6,8,7,2020,3785.032
"39607",7,8,7,2020,4006.853
"39608",8,8,7,2020,4264.172
"39609",9,8,7,2020,4572.363
"39610",10,8,7,2020,4883.663
"39611",11,8,7,2020,5181.82
"39612",12,8,7,2020,5470.684
"39613",13,8,7,2020,5658.527
"39614",14,8,7,2020,5800.355
"39615",15,8,7,2020,5850.14
"39616",16,8,7,2020,5897.839
"39617",17,8,7,2020,5914.559
"39618",18,8,7,2020,5859.083
"39619",19,8,7,2020,5695.818
"39620",20,8,7,2020,5419.578
"39621",21,8,7,2020,5241.8
"39622",22,8,7,2020,4873.668
"39623",23,8,7,2020,4502.87
"39624",0,9,7,2020,4139.713
"39625",1,9,7,2020,3914.66
"39626",2,9,7,2020,3740.006
"39627",3,9,7,2020,3624.039
"39628",4,9,7,2020,3598.91
"39629",5,9,7,2020,3660.811
"39630",6,9,7,2020,3776.461
"39631",7,9,7,2020,4043.057
"39632",8,9,7,2020,4356.163
"39633",9,9,7,2020,4675.824
"39634",10,9,7,2020,4999.538
"39635",11,9,7,2020,5366.077
"39636",12,9,7,2020,5667.849
"39637",13,9,7,2020,5869.97
"39638",14,9,7,2020,5971.817
"39639",15,9,7,2020,6013.514
"39640",16,9,7,2020,6058.895
"39641",17,9,7,2020,6046.472
"39642",18,9,7,2020,6009.224
"39643",19,9,7,2020,5820.278
"39644",20,9,7,2020,5552.649
"39645",21,9,7,2020,5367.555
"39646",22,9,7,2020,4998.868
"39647",23,9,7,2020,4624.655
"39648",0,10,7,2020,4298.896
"39649",1,10,7,2020,4013.783
"39650",2,10,7,2020,3826.315
"39651",3,10,7,2020,3722.857
"39652",4,10,7,2020,3688.111
"39653",5,10,7,2020,3742.895
"39654",6,10,7,2020,3839.292
"39655",7,10,7,2020,4078.887
"39656",8,10,7,2020,4414.996
"39657",9,10,7,2020,4756.462
"39658",10,10,7,2020,5161.248
"39659",11,10,7,2020,5473.868
"39660",12,10,7,2020,5768.376
"39661",13,10,7,2020,5954.965
"39662",14,10,7,2020,5982.608
"39663",15,10,7,2020,5942.698
"39664",16,10,7,2020,5811.316
"39665",17,10,7,2020,5603.71
"39666",18,10,7,2020,5470.911
"39667",19,10,7,2020,5257.41
"39668",20,10,7,2020,5013.168
"39669",21,10,7,2020,4843.04
"39670",22,10,7,2020,4560.227
"39671",23,10,7,2020,4211.632
"39672",0,11,7,2020,3952.964
"39673",1,11,7,2020,3726.941
"39674",2,11,7,2020,3575.586
"39675",3,11,7,2020,3465.837
"39676",4,11,7,2020,3398.178
"39677",5,11,7,2020,3384.871
"39678",6,11,7,2020,3398.474
"39679",7,11,7,2020,3538.858
"39680",8,11,7,2020,3826.303
"39681",9,11,7,2020,4134.956
"39682",10,11,7,2020,4370.312
"39683",11,11,7,2020,4612.162
"39684",12,11,7,2020,4791.721
"39685",13,11,7,2020,4933.318
"39686",14,11,7,2020,5050.088
"39687",15,11,7,2020,5138.26
"39688",16,11,7,2020,5214.538
"39689",17,11,7,2020,5241.833
"39690",18,11,7,2020,5192.716
"39691",19,11,7,2020,5003.816
"39692",20,11,7,2020,4724.736
"39693",21,11,7,2020,4537.982
"39694",22,11,7,2020,4249.14
"39695",23,11,7,2020,3897.512
"39696",0,12,7,2020,3613.58
"39697",1,12,7,2020,3398.274
"39698",2,12,7,2020,3246.976
"39699",3,12,7,2020,3177.384
"39700",4,12,7,2020,3120.026
"39701",5,12,7,2020,3109.336
"39702",6,12,7,2020,3106.53
"39703",7,12,7,2020,3270.273
"39704",8,12,7,2020,3577.889
"39705",9,12,7,2020,3899.467
"39706",10,12,7,2020,4219.028
"39707",11,12,7,2020,4475.508
"39708",12,12,7,2020,4719.17
"39709",13,12,7,2020,4876.28
"39710",14,12,7,2020,4986.181
"39711",15,12,7,2020,5078.839
"39712",16,12,7,2020,5136.409
"39713",17,12,7,2020,5198.884
"39714",18,12,7,2020,5136.489
"39715",19,12,7,2020,4916.638
"39716",20,12,7,2020,4681.033
"39717",21,12,7,2020,4557.099
"39718",22,12,7,2020,4264.942
"39719",23,12,7,2020,3932.136
"39720",0,13,7,2020,3652.77
"39721",1,13,7,2020,3463.925
"39722",2,13,7,2020,3344.106
"39723",3,13,7,2020,3301.856
"39724",4,13,7,2020,3292.532
"39725",5,13,7,2020,3387.232
"39726",6,13,7,2020,3516.443
"39727",7,13,7,2020,3759.579
"39728",8,13,7,2020,4031.623
"39729",9,13,7,2020,4269.795
"39730",10,13,7,2020,4583.05
"39731",11,13,7,2020,4874.003
"39732",12,13,7,2020,5151.75
"39733",13,13,7,2020,5370.012
"39734",14,13,7,2020,5491.802
"39735",15,13,7,2020,5579.955
"39736",16,13,7,2020,5669.691
"39737",17,13,7,2020,5694.788
"39738",18,13,7,2020,5641.997
"39739",19,13,7,2020,5444.534
"39740",20,13,7,2020,5157.892
"39741",21,13,7,2020,4942.913
"39742",22,13,7,2020,4584.418
"39743",23,13,7,2020,4198.017
"39744",0,14,7,2020,3857.809
"39745",1,14,7,2020,3633.374
"39746",2,14,7,2020,3476.261
"39747",3,14,7,2020,3410.362
"39748",4,14,7,2020,3383.891
"39749",5,14,7,2020,3453.298
"39750",6,14,7,2020,3585.757
"39751",7,14,7,2020,3828.108
"39752",8,14,7,2020,4080.105
"39753",9,14,7,2020,4361.281
"39754",10,14,7,2020,4639.816
"39755",11,14,7,2020,5086.322
"39756",12,14,7,2020,5236.515
"39757",13,14,7,2020,5480.977
"39758",14,14,7,2020,5621.84
"39759",15,14,7,2020,5728.534
"39760",16,14,7,2020,5814.833
"39761",17,14,7,2020,5836.799
"39762",18,14,7,2020,5775.725
"39763",19,14,7,2020,5580.033
"39764",20,14,7,2020,5295.795
"39765",21,14,7,2020,5092.349
"39766",22,14,7,2020,4696.667
"39767",23,14,7,2020,4272.708
"39768",0,15,7,2020,3899.184
"39769",1,15,7,2020,3643.246
"39770",2,15,7,2020,3490.942
"39771",3,15,7,2020,3389.419
"39772",4,15,7,2020,3358.392
"39773",5,15,7,2020,3434.854
"39774",6,15,7,2020,3523.664
"39775",7,15,7,2020,3762.489
"39776",8,15,7,2020,4061.555
"39777",9,15,7,2020,4412.29
"39778",10,15,7,2020,4798.626
"39779",11,15,7,2020,5203.651
"39780",12,15,7,2020,5543.311
"39781",13,15,7,2020,5823.952
"39782",14,15,7,2020,5968.655
"39783",15,15,7,2020,6044.989
"39784",16,15,7,2020,6096.228
"39785",17,15,7,2020,6107.838
"39786",18,15,7,2020,6014.203
"39787",19,15,7,2020,5818.871
"39788",20,15,7,2020,5561.265
"39789",21,15,7,2020,5397.995
"39790",22,15,7,2020,5045.772
"39791",23,15,7,2020,4662.774
"39792",0,16,7,2020,4338.383
"39793",1,16,7,2020,4061.633
"39794",2,16,7,2020,3906.304
"39795",3,16,7,2020,3814.665
"39796",4,16,7,2020,3797.215
"39797",5,16,7,2020,3860.282
"39798",6,16,7,2020,3972.948
"39799",7,16,7,2020,4173.617
"39800",8,16,7,2020,4462.047
"39801",9,16,7,2020,4731.761
"39802",10,16,7,2020,5035.473
"39803",11,16,7,2020,5337.781
"39804",12,16,7,2020,5549.817
"39805",13,16,7,2020,5779.457
"39806",14,16,7,2020,6019.465
"39807",15,16,7,2020,6175.743
"39808",16,16,7,2020,6200.982
"39809",17,16,7,2020,6160.607
"39810",18,16,7,2020,6069.112
"39811",19,16,7,2020,5859.44
"39812",20,16,7,2020,5631.324
"39813",21,16,7,2020,5449.945
"39814",22,16,7,2020,5115.975
"39815",23,16,7,2020,4752.56
"39816",0,17,7,2020,4416.503
"39817",1,17,7,2020,4168.701
"39818",2,17,7,2020,4028.324
"39819",3,17,7,2020,3914.076
"39820",4,17,7,2020,3904.203
"39821",5,17,7,2020,3976.369
"39822",6,17,7,2020,4102.131
"39823",7,17,7,2020,4315.44
"39824",8,17,7,2020,4541.788
"39825",9,17,7,2020,4774.362
"39826",10,17,7,2020,5142.528
"39827",11,17,7,2020,5520.47
"39828",12,17,7,2020,5812
"39829",13,17,7,2020,6042.916
"39830",14,17,7,2020,6089.592
"39831",15,17,7,2020,6145.087
"39832",16,17,7,2020,6181.139
"39833",17,17,7,2020,6030.248
"39834",18,17,7,2020,5902.708
"39835",19,17,7,2020,5696.914
"39836",20,17,7,2020,5460.857
"39837",21,17,7,2020,5265.868
"39838",22,17,7,2020,4933.638
"39839",23,17,7,2020,4552.481
"39840",0,18,7,2020,4211.27
"39841",1,18,7,2020,3970.86
"39842",2,18,7,2020,3798.725
"39843",3,18,7,2020,3676.914
"39844",4,18,7,2020,3628.481
"39845",5,18,7,2020,3623.53
"39846",6,18,7,2020,3593.123
"39847",7,18,7,2020,3733.769
"39848",8,18,7,2020,4050.793
"39849",9,18,7,2020,4462.405
"39850",10,18,7,2020,4900.396
"39851",11,18,7,2020,5256.931
"39852",12,18,7,2020,5520.892
"39853",13,18,7,2020,5716.96
"39854",14,18,7,2020,5821.786
"39855",15,18,7,2020,5910.964
"39856",16,18,7,2020,5962.854
"39857",17,18,7,2020,5962.692
"39858",18,18,7,2020,5906.719
"39859",19,18,7,2020,5700.573
"39860",20,18,7,2020,5428.222
"39861",21,18,7,2020,5250.84
"39862",22,18,7,2020,4928.643
"39863",23,18,7,2020,4556.33
"39864",0,19,7,2020,4218.344
"39865",1,19,7,2020,3935.54
"39866",2,19,7,2020,3748.548
"39867",3,19,7,2020,3613.408
"39868",4,19,7,2020,3504.392
"39869",5,19,7,2020,3470.432
"39870",6,19,7,2020,3450.212
"39871",7,19,7,2020,3629.847
"39872",8,19,7,2020,3995.144
"39873",9,19,7,2020,4445.467
"39874",10,19,7,2020,4914.744
"39875",11,19,7,2020,5305.045
"39876",12,19,7,2020,5610.835
"39877",13,19,7,2020,5765.881
"39878",14,19,7,2020,5889.933
"39879",15,19,7,2020,5959.664
"39880",16,19,7,2020,5982.623
"39881",17,19,7,2020,5977.617
"39882",18,19,7,2020,5884.84
"39883",19,19,7,2020,5719.112
"39884",20,19,7,2020,5518.526
"39885",21,19,7,2020,5366.252
"39886",22,19,7,2020,5022.446
"39887",23,19,7,2020,4641.495
"39888",0,20,7,2020,4310.547
"39889",1,20,7,2020,4112.32
"39890",2,20,7,2020,3966.773
"39891",3,20,7,2020,3847.856
"39892",4,20,7,2020,3795.032
"39893",5,20,7,2020,3870.238
"39894",6,20,7,2020,4016.32
"39895",7,20,7,2020,4263.954
"39896",8,20,7,2020,4599.692
"39897",9,20,7,2020,4972.255
"39898",10,20,7,2020,5411.531
"39899",11,20,7,2020,5836.05
"39900",12,20,7,2020,6136.413
"39901",13,20,7,2020,6357.301
"39902",14,20,7,2020,6437.078
"39903",15,20,7,2020,6464.359
"39904",16,20,7,2020,6420.35
"39905",17,20,7,2020,6291.368
"39906",18,20,7,2020,6180.953
"39907",19,20,7,2020,5991.997
"39908",20,20,7,2020,5744.423
"39909",21,20,7,2020,5540.981
"39910",22,20,7,2020,5191.035
"39911",23,20,7,2020,4807.091
"39912",0,21,7,2020,4432.391
"39913",1,21,7,2020,4185.376
"39914",2,21,7,2020,4029.479
"39915",3,21,7,2020,3907.808
"39916",4,21,7,2020,3854.12
"39917",5,21,7,2020,3889.2
"39918",6,21,7,2020,4031.547
"39919",7,21,7,2020,4253.817
"39920",8,21,7,2020,4548.551
"39921",9,21,7,2020,4948.702
"39922",10,21,7,2020,5419.848
"39923",11,21,7,2020,5770.063
"39924",12,21,7,2020,6065.163
"39925",13,21,7,2020,6260.998
"39926",14,21,7,2020,6324.541
"39927",15,21,7,2020,6283.154
"39928",16,21,7,2020,6199.603
"39929",17,21,7,2020,6084.548
"39930",18,21,7,2020,6068.667
"39931",19,21,7,2020,5940.007
"39932",20,21,7,2020,5731.943
"39933",21,21,7,2020,5550.84
"39934",22,21,7,2020,5154.77
"39935",23,21,7,2020,4772.669
"39936",0,22,7,2020,4423.583
"39937",1,22,7,2020,4137.105
"39938",2,22,7,2020,3991.426
"39939",3,22,7,2020,3901.766
"39940",4,22,7,2020,3825.721
"39941",5,22,7,2020,3905.121
"39942",6,22,7,2020,4068.575
"39943",7,22,7,2020,4293.589
"39944",8,22,7,2020,4512.643
"39945",9,22,7,2020,4817.997
"39946",10,22,7,2020,5170.841
"39947",11,22,7,2020,5472.178
"39948",12,22,7,2020,5783.814
"39949",13,22,7,2020,6029.053
"39950",14,22,7,2020,6178.96
"39951",15,22,7,2020,6236.775
"39952",16,22,7,2020,6201.45
"39953",17,22,7,2020,6030.273
"39954",18,22,7,2020,5740.413
"39955",19,22,7,2020,5390.399
"39956",20,22,7,2020,5204.565
"39957",21,22,7,2020,5045.729
"39958",22,22,7,2020,4731.273
"39959",23,22,7,2020,4399.573
"39960",0,23,7,2020,4105.771
"39961",1,23,7,2020,3921.042
"39962",2,23,7,2020,3789.847
"39963",3,23,7,2020,3675.927
"39964",4,23,7,2020,3669.487
"39965",5,23,7,2020,3728.399
"39966",6,23,7,2020,3894.305
"39967",7,23,7,2020,4121.481
"39968",8,23,7,2020,4309.554
"39969",9,23,7,2020,4514.63
"39970",10,23,7,2020,4759.456
"39971",11,23,7,2020,4945.125
"39972",12,23,7,2020,5141.641
"39973",13,23,7,2020,5328.435
"39974",14,23,7,2020,5477.104
"39975",15,23,7,2020,5521.848
"39976",16,23,7,2020,5492.771
"39977",17,23,7,2020,5337.578
"39978",18,23,7,2020,5133.658
"39979",19,23,7,2020,4914.011
"39980",20,23,7,2020,4783.394
"39981",21,23,7,2020,4656.015
"39982",22,23,7,2020,4403.316
"39983",23,23,7,2020,4098.969
"39984",0,24,7,2020,3864.52
"39985",1,24,7,2020,3681.351
"39986",2,24,7,2020,3575.108
"39987",3,24,7,2020,3522.55
"39988",4,24,7,2020,3534.075
"39989",5,24,7,2020,3635.538
"39990",6,24,7,2020,3759.457
"39991",7,24,7,2020,3978.831
"39992",8,24,7,2020,4145.552
"39993",9,24,7,2020,4322.988
"39994",10,24,7,2020,4568.838
"39995",11,24,7,2020,4825.864
"39996",12,24,7,2020,5098.003
"39997",13,24,7,2020,5356.373
"39998",14,24,7,2020,5590.868
"39999",15,24,7,2020,5722.226
"40000",16,24,7,2020,5826.607
"40001",17,24,7,2020,5818.258
"40002",18,24,7,2020,5644.143
"40003",19,24,7,2020,5382.387
"40004",20,24,7,2020,5125.401
"40005",21,24,7,2020,4963.739
"40006",22,24,7,2020,4620.427
"40007",23,24,7,2020,4232.93
"40008",0,25,7,2020,3941.115
"40009",1,25,7,2020,3706.257
"40010",2,25,7,2020,3555.964
"40011",3,25,7,2020,3442.617
"40012",4,25,7,2020,3374.832
"40013",5,25,7,2020,3357.358
"40014",6,25,7,2020,3356.097
"40015",7,25,7,2020,3489.046
"40016",8,25,7,2020,3800.859
"40017",9,25,7,2020,4160.947
"40018",10,25,7,2020,4536.976
"40019",11,25,7,2020,4892.478
"40020",12,25,7,2020,5211.65
"40021",13,25,7,2020,5410.554
"40022",14,25,7,2020,5546.278
"40023",15,25,7,2020,5663.647
"40024",16,25,7,2020,5713.605
"40025",17,25,7,2020,5714.332
"40026",18,25,7,2020,5609.095
"40027",19,25,7,2020,5377.623
"40028",20,25,7,2020,5148.759
"40029",21,25,7,2020,4957.999
"40030",22,25,7,2020,4618.457
"40031",23,25,7,2020,4292.024
"40032",0,26,7,2020,3968.715
"40033",1,26,7,2020,3722.499
"40034",2,26,7,2020,3573.982
"40035",3,26,7,2020,3463.891
"40036",4,26,7,2020,3413.708
"40037",5,26,7,2020,3400.002
"40038",6,26,7,2020,3373.436
"40039",7,26,7,2020,3469.881
"40040",8,26,7,2020,3799.267
"40041",9,26,7,2020,4186.629
"40042",10,26,7,2020,4582.791
"40043",11,26,7,2020,4951.31
"40044",12,26,7,2020,5294.534
"40045",13,26,7,2020,5524.597
"40046",14,26,7,2020,5627.592
"40047",15,26,7,2020,5671.474
"40048",16,26,7,2020,5726.767
"40049",17,26,7,2020,5726.517
"40050",18,26,7,2020,5643.612
"40051",19,26,7,2020,5462.925
"40052",20,26,7,2020,5210.791
"40053",21,26,7,2020,5077.177
"40054",22,26,7,2020,4778.851
"40055",23,26,7,2020,4411.165
"40056",0,27,7,2020,4141.335
"40057",1,27,7,2020,3931.199
"40058",2,27,7,2020,3775.335
"40059",3,27,7,2020,3669.803
"40060",4,27,7,2020,3659.532
"40061",5,27,7,2020,3732.567
"40062",6,27,7,2020,3929.129
"40063",7,27,7,2020,4118.447
"40064",8,27,7,2020,4460.471
"40065",9,27,7,2020,4810.947
"40066",10,27,7,2020,5189.694
"40067",11,27,7,2020,5543.512
"40068",12,27,7,2020,5796.376
"40069",13,27,7,2020,5963.811
"40070",14,27,7,2020,6105.117
"40071",15,27,7,2020,6075.946
"40072",16,27,7,2020,6083.718
"40073",17,27,7,2020,6031.99
"40074",18,27,7,2020,5984.434
"40075",19,27,7,2020,5795.346
"40076",20,27,7,2020,5571.59
"40077",21,27,7,2020,5321.841
"40078",22,27,7,2020,4941.763
"40079",23,27,7,2020,4561.583
"40080",0,28,7,2020,4260.277
"40081",1,28,7,2020,4000.871
"40082",2,28,7,2020,3845.988
"40083",3,28,7,2020,3753.676
"40084",4,28,7,2020,3724.508
"40085",5,28,7,2020,3830.241
"40086",6,28,7,2020,3992.306
"40087",7,28,7,2020,4208.205
"40088",8,28,7,2020,4495.326
"40089",9,28,7,2020,4776.943
"40090",10,28,7,2020,5043.809
"40091",11,28,7,2020,5302.179
"40092",12,28,7,2020,5500.284
"40093",13,28,7,2020,5616.58
"40094",14,28,7,2020,5679.436
"40095",15,28,7,2020,5622.478
"40096",16,28,7,2020,5633.26
"40097",17,28,7,2020,5632.357
"40098",18,28,7,2020,5663.198
"40099",19,28,7,2020,5487.741
"40100",20,28,7,2020,5289.209
"40101",21,28,7,2020,5108.768
"40102",22,28,7,2020,4756.703
"40103",23,28,7,2020,4419.925
"40104",0,29,7,2020,4122.679
"40105",1,29,7,2020,3896.94
"40106",2,29,7,2020,3784.773
"40107",3,29,7,2020,3700.363
"40108",4,29,7,2020,3699.598
"40109",5,29,7,2020,3758.927
"40110",6,29,7,2020,3902.852
"40111",7,29,7,2020,4118.273
"40112",8,29,7,2020,4421.782
"40113",9,29,7,2020,4722.789
"40114",10,29,7,2020,5058.229
"40115",11,29,7,2020,5362.85
"40116",12,29,7,2020,5652.696
"40117",13,29,7,2020,5874.595
"40118",14,29,7,2020,5991.007
"40119",15,29,7,2020,6009.846
"40120",16,29,7,2020,6072.503
"40121",17,29,7,2020,6089.341
"40122",18,29,7,2020,6047.581
"40123",19,29,7,2020,5840.561
"40124",20,29,7,2020,5589.816
"40125",21,29,7,2020,5388.665
"40126",22,29,7,2020,5036.967
"40127",23,29,7,2020,4655.805
"40128",0,30,7,2020,4333.071
"40129",1,30,7,2020,4068.236
"40130",2,30,7,2020,3889.843
"40131",3,30,7,2020,3781.949
"40132",4,30,7,2020,3738.643
"40133",5,30,7,2020,3809.957
