"","hour","day","month","year","mw"
"48541",13,15,7,2021,5738.441
"48542",14,15,7,2021,5829.127
"48543",15,15,7,2021,5869.56
"48544",16,15,7,2021,5898.378
"48545",17,15,7,2021,5889.717
"48546",18,15,7,2021,5916.458
"48547",19,15,7,2021,5721.071
"48548",20,15,7,2021,5477.15
"48549",21,15,7,2021,5315.646
"48550",22,15,7,2021,4922.648
"48551",23,15,7,2021,4523.934
"48552",0,16,7,2021,4215.903
"48553",1,16,7,2021,3961.76
"48554",2,16,7,2021,3823.371
"48555",3,16,7,2021,3714.612
"48556",4,16,7,2021,3682.284
"48557",5,16,7,2021,3750.971
"48558",6,16,7,2021,3909.216
"48559",7,16,7,2021,4120.084
"48560",8,16,7,2021,4379.062
"48561",9,16,7,2021,4674.301
"48562",10,16,7,2021,5052.793
"48563",11,16,7,2021,5409.302
"48564",12,16,7,2021,5706.84
"48565",13,16,7,2021,5906.366
"48566",14,16,7,2021,6037.656
"48567",15,16,7,2021,6058.902
"48568",16,16,7,2021,6044.269
"48569",17,16,7,2021,6000.982
"48570",18,16,7,2021,5909.795
"48571",19,16,7,2021,5710.914
"48572",20,16,7,2021,5474.773
"48573",21,16,7,2021,5291.661
"48574",22,16,7,2021,4938.531
"48575",23,16,7,2021,4557.237
"48576",0,17,7,2021,4204.44
"48577",1,17,7,2021,3991.88
"48578",2,17,7,2021,3848.418
"48579",3,17,7,2021,3718.212
"48580",4,17,7,2021,3679.771
"48581",5,17,7,2021,3655.211
"48582",6,17,7,2021,3673.742
"48583",7,17,7,2021,3751.789
"48584",8,17,7,2021,4068.132
"48585",9,17,7,2021,4390.979
"48586",10,17,7,2021,4707.933
"48587",11,17,7,2021,4983.82
"48588",12,17,7,2021,5193.563
"48589",13,17,7,2021,5237.482
"48590",14,17,7,2021,5240.434
"48591",15,17,7,2021,5155.594
"48592",16,17,7,2021,5142.682
"48593",17,17,7,2021,5130.617
"48594",18,17,7,2021,5102.682
"48595",19,17,7,2021,4901.065
"48596",20,17,7,2021,4735.625
"48597",21,17,7,2021,4605.792
"48598",22,17,7,2021,4358.733
"48599",23,17,7,2021,4064.785
"48600",0,18,7,2021,3808.677
"48601",1,18,7,2021,3627.07
"48602",2,18,7,2021,3489.666
"48603",3,18,7,2021,3388.653
"48604",4,18,7,2021,3329.303
"48605",5,18,7,2021,3311.671
"48606",6,18,7,2021,3318.805
"48607",7,18,7,2021,3421.407
"48608",8,18,7,2021,3646.553
"48609",9,18,7,2021,3908.938
"48610",10,18,7,2021,4161.444
"48611",11,18,7,2021,4360.534
"48612",12,18,7,2021,4582.409
"48613",13,18,7,2021,4755.434
"48614",14,18,7,2021,4859.5
"48615",15,18,7,2021,4897.204
"48616",16,18,7,2021,4906.763
"48617",17,18,7,2021,4923.961
"48618",18,18,7,2021,4838.374
"48619",19,18,7,2021,4681.575
"48620",20,18,7,2021,4539.212
"48621",21,18,7,2021,4460.896
"48622",22,18,7,2021,4194.558
"48623",23,18,7,2021,3911.769
"48624",0,19,7,2021,3690.995
"48625",1,19,7,2021,3559.487
"48626",2,19,7,2021,3488.763
"48627",3,19,7,2021,3433.393
"48628",4,19,7,2021,3450.263
"48629",5,19,7,2021,3573.911
"48630",6,19,7,2021,3744.793
"48631",7,19,7,2021,3960.587
"48632",8,19,7,2021,4141.47
"48633",9,19,7,2021,4271.516
"48634",10,19,7,2021,4499.503
"48635",11,19,7,2021,4776.845
"48636",12,19,7,2021,5037.652
"48637",13,19,7,2021,5258.853
"48638",14,19,7,2021,5429.613
"48639",15,19,7,2021,5521.843
"48640",16,19,7,2021,5590.16
"48641",17,19,7,2021,5577.768
"48642",18,19,7,2021,5430.169
"48643",19,19,7,2021,5254.52
"48644",20,19,7,2021,5051.49
"48645",21,19,7,2021,4893.797
"48646",22,19,7,2021,4552.928
"48647",23,19,7,2021,4189.975
"48648",0,20,7,2021,3887.375
"48649",1,20,7,2021,3668.73
"48650",2,20,7,2021,3537.635
"48651",3,20,7,2021,3469.201
"48652",4,20,7,2021,3438.377
"48653",5,20,7,2021,3510.518
"48654",6,20,7,2021,3718.061
"48655",7,20,7,2021,3891.761
"48656",8,20,7,2021,4039.369
"48657",9,20,7,2021,4244.569
"48658",10,20,7,2021,4536.783
"48659",11,20,7,2021,4836.194
"48660",12,20,7,2021,5131.969
"48661",13,20,7,2021,5332.424
"48662",14,20,7,2021,5485.106
"48663",15,20,7,2021,5590.697
"48664",16,20,7,2021,5653.883
"48665",17,20,7,2021,5633.873
"48666",18,20,7,2021,5520.814
"48667",19,20,7,2021,5333.359
"48668",20,20,7,2021,5137.297
"48669",21,20,7,2021,4968.044
"48670",22,20,7,2021,4634.255
"48671",23,20,7,2021,4287.423
"48672",0,21,7,2021,4001.368
"48673",1,21,7,2021,3767.001
"48674",2,21,7,2021,3629.796
"48675",3,21,7,2021,3546.026
"48676",4,21,7,2021,3483.603
"48677",5,21,7,2021,3581.413
"48678",6,21,7,2021,3751.596
"48679",7,21,7,2021,3956.289
"48680",8,21,7,2021,4149.389
"48681",9,21,7,2021,4346.13
"48682",10,21,7,2021,4638.169
"48683",11,21,7,2021,4913.469
"48684",12,21,7,2021,5201.689
"48685",13,21,7,2021,5457.218
"48686",14,21,7,2021,5623.805
"48687",15,21,7,2021,5695.429
"48688",16,21,7,2021,5766.675
"48689",17,21,7,2021,5782.767
"48690",18,21,7,2021,5649.709
"48691",19,21,7,2021,5425.827
"48692",20,21,7,2021,5175.938
"48693",21,21,7,2021,4982.827
"48694",22,21,7,2021,4627.023
"48695",23,21,7,2021,4280.611
"48696",0,22,7,2021,3997.13
"48697",1,22,7,2021,3741.746
"48698",2,22,7,2021,3581.709
"48699",3,22,7,2021,3498.12
"48700",4,22,7,2021,3490.33
"48701",5,22,7,2021,3566.087
"48702",6,22,7,2021,3667.443
"48703",7,22,7,2021,3848.126
"48704",8,22,7,2021,4022.147
"48705",9,22,7,2021,4222.079
"48706",10,22,7,2021,4455.512
"48707",11,22,7,2021,4692.255
"48708",12,22,7,2021,4895.667
"48709",13,22,7,2021,5079.469
"48710",14,22,7,2021,5286.581
"48711",15,22,7,2021,5411.23
"48712",16,22,7,2021,5504.461
"48713",17,22,7,2021,5508.309
"48714",18,22,7,2021,5381.198
"48715",19,22,7,2021,5198.369
"48716",20,22,7,2021,4953.055
"48717",21,22,7,2021,4798.777
"48718",22,22,7,2021,4465.525
"48719",23,22,7,2021,4132.015
"48720",0,23,7,2021,3819.902
"48721",1,23,7,2021,3636.416
"48722",2,23,7,2021,3481.713
"48723",3,23,7,2021,3410.612
"48724",4,23,7,2021,3420.203
"48725",5,23,7,2021,3496.856
"48726",6,23,7,2021,3680.646
"48727",7,23,7,2021,3804.437
"48728",8,23,7,2021,3956.312
"48729",9,23,7,2021,4127.696
"48730",10,23,7,2021,4388.469
"48731",11,23,7,2021,4665.144
"48732",12,23,7,2021,4945.966
"48733",13,23,7,2021,5188.741
"48734",14,23,7,2021,5389.857
"48735",15,23,7,2021,5516.706
"48736",16,23,7,2021,5578.861
"48737",17,23,7,2021,5592.982
"48738",18,23,7,2021,5485.502
"48739",19,23,7,2021,5281.404
"48740",20,23,7,2021,5022.587
"48741",21,23,7,2021,4831.43
"48742",22,23,7,2021,4481.666
"48743",23,23,7,2021,4159.709
"48744",0,24,7,2021,3822.274
"48745",1,24,7,2021,3609.19
"48746",2,24,7,2021,3486.741
"48747",3,24,7,2021,3407.894
"48748",4,24,7,2021,3362.793
"48749",5,24,7,2021,3378.992
"48750",6,24,7,2021,3449.447
"48751",7,24,7,2021,3539.671
"48752",8,24,7,2021,3754.704
"48753",9,24,7,2021,4018.985
"48754",10,24,7,2021,4376.179
"48755",11,24,7,2021,4710.573
"48756",12,24,7,2021,5029.871
"48757",13,24,7,2021,5281.299
"48758",14,24,7,2021,5469.022
"48759",15,24,7,2021,5590.615
"48760",16,24,7,2021,5679.018
"48761",17,24,7,2021,5643.42
"48762",18,24,7,2021,5537.554
"48763",19,24,7,2021,5296.977
"48764",20,24,7,2021,5076.296
"48765",21,24,7,2021,4949.654
"48766",22,24,7,2021,4638.045
"48767",23,24,7,2021,4301.602
"48768",0,25,7,2021,4016.967
"48769",1,25,7,2021,3800.893
"48770",2,25,7,2021,3652.176
"48771",3,25,7,2021,3540.793
"48772",4,25,7,2021,3491.563
"48773",5,25,7,2021,3471.711
"48774",6,25,7,2021,3470.458
"48775",7,25,7,2021,3546.129
"48776",8,25,7,2021,3782.862
"48777",9,25,7,2021,4046.273
"48778",10,25,7,2021,4378.333
"48779",11,25,7,2021,4698.603
"48780",12,25,7,2021,5013.016
"48781",13,25,7,2021,5285.175
"48782",14,25,7,2021,5479.964
"48783",15,25,7,2021,5615.162
"48784",16,25,7,2021,5666.765
"48785",17,25,7,2021,5682.235
"48786",18,25,7,2021,5579.608
"48787",19,25,7,2021,5383.233
"48788",20,25,7,2021,5210.467
"48789",21,25,7,2021,5079.282
"48790",22,25,7,2021,4767.059
"48791",23,25,7,2021,4446.871
"48792",0,26,7,2021,4195.379
"48793",1,26,7,2021,4011.322
"48794",2,26,7,2021,3905.695
"48795",3,26,7,2021,3808.397
"48796",4,26,7,2021,3799.16
"48797",5,26,7,2021,3909.382
"48798",6,26,7,2021,4066.672
"48799",7,26,7,2021,4253.623
"48800",8,26,7,2021,4532.38
"48801",9,26,7,2021,4833.548
"48802",10,26,7,2021,5169.428
"48803",11,26,7,2021,5525.568
"48804",12,26,7,2021,5814.307
"48805",13,26,7,2021,5948.223
"48806",14,26,7,2021,5907.112
"48807",15,26,7,2021,5785.614
"48808",16,26,7,2021,5763.846
"48809",17,26,7,2021,5644.845
"48810",18,26,7,2021,5654.398
"48811",19,26,7,2021,5468.984
"48812",20,26,7,2021,5257.098
"48813",21,26,7,2021,5082.525
"48814",22,26,7,2021,4719.35
"48815",23,26,7,2021,4364.097
"48816",0,27,7,2021,4076.74
"48817",1,27,7,2021,3864.746
"48818",2,27,7,2021,3717.005
"48819",3,27,7,2021,3655.992
"48820",4,27,7,2021,3644.942
"48821",5,27,7,2021,3723.654
"48822",6,27,7,2021,3878.316
"48823",7,27,7,2021,4079.376
"48824",8,27,7,2021,4311.281
"48825",9,27,7,2021,4555.847
"48826",10,27,7,2021,4932.066
"48827",11,27,7,2021,5309.568
"48828",12,27,7,2021,5652.52
"48829",13,27,7,2021,5927.38
"48830",14,27,7,2021,6036.312
"48831",15,27,7,2021,6025.672
"48832",16,27,7,2021,6071.923
"48833",17,27,7,2021,6087.554
"48834",18,27,7,2021,6078.538
"48835",19,27,7,2021,5894.121
"48836",20,27,7,2021,5658.603
"48837",21,27,7,2021,5440.846
"48838",22,27,7,2021,5043.212
"48839",23,27,7,2021,4619.647
"48840",0,28,7,2021,4262.519
"48841",1,28,7,2021,4011.859
"48842",2,28,7,2021,3824.847
"48843",3,28,7,2021,3714.648
"48844",4,28,7,2021,3679.522
"48845",5,28,7,2021,3741.923
"48846",6,28,7,2021,3887.356
"48847",7,28,7,2021,4071.034
"48848",8,28,7,2021,4325.599
"48849",9,28,7,2021,4609.6
"48850",10,28,7,2021,4950.874
"48851",11,28,7,2021,5285.433
"48852",12,28,7,2021,5574.284
"48853",13,28,7,2021,5814.596
"48854",14,28,7,2021,5973.746
"48855",15,28,7,2021,6078.678
"48856",16,28,7,2021,6183.461
"48857",17,28,7,2021,6164.33
"48858",18,28,7,2021,6101.995
"48859",19,28,7,2021,5860.392
"48860",20,28,7,2021,5609.997
"48861",21,28,7,2021,5382.085
"48862",22,28,7,2021,4976.827
"48863",23,28,7,2021,4570.917
"48864",0,29,7,2021,4220.338
"48865",1,29,7,2021,3966.633
"48866",2,29,7,2021,3838.517
"48867",3,29,7,2021,3728.966
"48868",4,29,7,2021,3676.801
"48869",5,29,7,2021,3776.029
"48870",6,29,7,2021,3940.829
"48871",7,29,7,2021,4075.537
"48872",8,29,7,2021,4332.709
"48873",9,29,7,2021,4614.617
"48874",10,29,7,2021,4940.262
"48875",11,29,7,2021,5267.462
"48876",12,29,7,2021,5577.583
"48877",13,29,7,2021,5864.441
"48878",14,29,7,2021,6084.48
"48879",15,29,7,2021,6202.103
"48880",16,29,7,2021,6254.606
"48881",17,29,7,2021,6230.481
"48882",18,29,7,2021,6096.107
"48883",19,29,7,2021,5844.582
"48884",20,29,7,2021,5669.109
"48885",21,29,7,2021,5433.072
"48886",22,29,7,2021,5092.398
"48887",23,29,7,2021,4745.902
"48888",0,30,7,2021,4433.713
"48889",1,30,7,2021,4191.627
"48890",2,30,7,2021,4054.497
"48891",3,30,7,2021,3962.369
"48892",4,30,7,2021,3935.173
"48893",5,30,7,2021,4014.018
"48894",6,30,7,2021,4147.433
"48895",7,30,7,2021,4340.697
"48896",8,30,7,2021,4571.249
"48897",9,30,7,2021,4780.099
"48898",10,30,7,2021,5026.907
"48899",11,30,7,2021,5295.658
"48900",12,30,7,2021,5511.044
"48901",13,30,7,2021,5767.495
"48902",14,30,7,2021,5929.632
"48903",15,30,7,2021,5990.028
"48904",16,30,7,2021,6016.645
"48905",17,30,7,2021,5950.089
"48906",18,30,7,2021,5819.062
"48907",19,30,7,2021,5548.073
"48908",20,30,7,2021,5274.976
"48909",21,30,7,2021,5062.73
"48910",22,30,7,2021,4717.116
"48911",23,30,7,2021,4348.984
"48912",0,31,7,2021,4012.324
"48913",1,31,7,2021,3765.578
"48914",2,31,7,2021,3581.421
"48915",3,31,7,2021,3471.207
"48916",4,31,7,2021,3467.83
"48917",5,31,7,2021,3473.949
"48918",6,31,7,2021,3479.598
"48919",7,31,7,2021,3550.835
"48920",8,31,7,2021,3746.31
"48921",9,31,7,2021,3940.814
"48922",10,31,7,2021,4191.062
"48923",11,31,7,2021,4447.914
"48924",12,31,7,2021,4706.938
"48925",13,31,7,2021,4949.082
"48926",14,31,7,2021,5122.256
"48927",15,31,7,2021,5196.762
"48928",16,31,7,2021,5226.142
"48929",17,31,7,2021,5188.004
"48930",18,31,7,2021,5052.807
"48931",19,31,7,2021,4862.683
"48932",20,31,7,2021,4752.658
"48933",21,31,7,2021,4650.75
"48934",22,31,7,2021,4398.413
"48935",23,31,7,2021,4125.275
"48936",0,1,8,2021,3863.488
"48937",1,1,8,2021,3660.284
"48938",2,1,8,2021,3574.051
"48939",3,1,8,2021,3506.911
"48940",4,1,8,2021,3436.949
"48941",5,1,8,2021,3447.91
"48942",6,1,8,2021,3480.494
"48943",7,1,8,2021,3541.349
"48944",8,1,8,2021,3722.469
"48945",9,1,8,2021,3912.422
"48946",10,1,8,2021,4083.81
"48947",11,1,8,2021,4248.197
"48948",12,1,8,2021,4424.552
"48949",13,1,8,2021,4629.85
"48950",14,1,8,2021,4801.767
"48951",15,1,8,2021,4963.757
"48952",16,1,8,2021,5074.785
"48953",17,1,8,2021,5137.862
"48954",18,1,8,2021,5058.828
"48955",19,1,8,2021,4817.987
"48956",20,1,8,2021,4602.546
"48957",21,1,8,2021,4451.496
"48958",22,1,8,2021,4159.044
"48959",23,1,8,2021,3879.378
"48960",0,2,8,2021,3615.021
"48961",1,2,8,2021,3469.771
"48962",2,2,8,2021,3394.089
"48963",3,2,8,2021,3322.139
"48964",4,2,8,2021,3322.202
"48965",5,2,8,2021,3428.528
"48966",6,2,8,2021,3594.117
"48967",7,2,8,2021,3813.71
"48968",8,2,8,2021,3990.829
"48969",9,2,8,2021,4165.455
"48970",10,2,8,2021,4353.338
"48971",11,2,8,2021,4559.005
"48972",12,2,8,2021,4781.093
"48973",13,2,8,2021,4961.086
"48974",14,2,8,2021,5091.119
"48975",15,2,8,2021,5180.65
"48976",16,2,8,2021,5244.864
"48977",17,2,8,2021,5275.469
"48978",18,2,8,2021,5167.416
"48979",19,2,8,2021,4953.723
"48980",20,2,8,2021,4782.763
"48981",21,2,8,2021,4599.962
"48982",22,2,8,2021,4292.454
"48983",23,2,8,2021,3970.154
"48984",0,3,8,2021,3719.735
"48985",1,3,8,2021,3527.951
"48986",2,3,8,2021,3437.849
"48987",3,3,8,2021,3388.176
"48988",4,3,8,2021,3393.118
"48989",5,3,8,2021,3489.953
"48990",6,3,8,2021,3699.064
"48991",7,3,8,2021,3844.826
"48992",8,3,8,2021,4026.967
"48993",9,3,8,2021,4130.549
"48994",10,3,8,2021,4267.719
"48995",11,3,8,2021,4448.413
"48996",12,3,8,2021,4630.314
"48997",13,3,8,2021,4802.794
"48998",14,3,8,2021,4927.958
"48999",15,3,8,2021,5015.779
"49000",16,3,8,2021,5048.271
"49001",17,3,8,2021,5045.007
"49002",18,3,8,2021,4928.509
"49003",19,3,8,2021,4777.627
"49004",20,3,8,2021,4676.575
"49005",21,3,8,2021,4517.901
"49006",22,3,8,2021,4248.085
"49007",23,3,8,2021,3938.36
"49008",0,4,8,2021,3641.636
"49009",1,4,8,2021,3469.922
"49010",2,4,8,2021,3376.614
"49011",3,4,8,2021,3275.877
"49012",4,4,8,2021,3320.416
"49013",5,4,8,2021,3423.865
"49014",6,4,8,2021,3616.791
"49015",7,4,8,2021,3763.035
"49016",8,4,8,2021,3932.198
"49017",9,4,8,2021,4084.7
"49018",10,4,8,2021,4286.48
"49019",11,4,8,2021,4480.273
"49020",12,4,8,2021,4638.489
"49021",13,4,8,2021,4799.159
"49022",14,4,8,2021,4963.854
"49023",15,4,8,2021,5090.622
"49024",16,4,8,2021,5190.806
"49025",17,4,8,2021,5215.295
"49026",18,4,8,2021,5120.883
"49027",19,4,8,2021,4868.682
"49028",20,4,8,2021,4741.592
"49029",21,4,8,2021,4606.527
"49030",22,4,8,2021,4276.956
"49031",23,4,8,2021,3963.491
"49032",0,5,8,2021,3696.052
"49033",1,5,8,2021,3515.821
"49034",2,5,8,2021,3400.126
"49035",3,5,8,2021,3367.082
"49036",4,5,8,2021,3369.134
"49037",5,5,8,2021,3448.659
"49038",6,5,8,2021,3640.164
"49039",7,5,8,2021,3788.371
"49040",8,5,8,2021,3932.681
"49041",9,5,8,2021,4098.091
"49042",10,5,8,2021,4371.765
"49043",11,5,8,2021,4673.634
"49044",12,5,8,2021,4952.266
"49045",13,5,8,2021,5205.597
"49046",14,5,8,2021,5400.167
"49047",15,5,8,2021,5508.723
"49048",16,5,8,2021,5637.337
"49049",17,5,8,2021,5630.57
"49050",18,5,8,2021,5496.042
"49051",19,5,8,2021,5247.883
"49052",20,5,8,2021,5078.659
"49053",21,5,8,2021,4890.915
"49054",22,5,8,2021,4538.606
"49055",23,5,8,2021,4164.099
"49056",0,6,8,2021,3864.397
"49057",1,6,8,2021,3639.098
"49058",2,6,8,2021,3500.557
"49059",3,6,8,2021,3416.945
"49060",4,6,8,2021,3408.729
"49061",5,6,8,2021,3497.232
"49062",6,6,8,2021,3670.933
"49063",7,6,8,2021,3841.286
"49064",8,6,8,2021,4045.869
"49065",9,6,8,2021,4226.812
"49066",10,6,8,2021,4503.887
"49067",11,6,8,2021,4857.374
"49068",12,6,8,2021,5171.467
"49069",13,6,8,2021,5410.954
"49070",14,6,8,2021,5590.068
"49071",15,6,8,2021,5646.917
"49072",16,6,8,2021,5730.692
"49073",17,6,8,2021,5678.863
"49074",18,6,8,2021,5540.458
"49075",19,6,8,2021,5280.804
"49076",20,6,8,2021,5094.396
"49077",21,6,8,2021,4865.194
"49078",22,6,8,2021,4530.926
"49079",23,6,8,2021,4193.711
"49080",0,7,8,2021,3921.276
"49081",1,7,8,2021,3672.636
"49082",2,7,8,2021,3514.494
"49083",3,7,8,2021,3455.344
"49084",4,7,8,2021,3445.79
"49085",5,7,8,2021,3462.716
"49086",6,7,8,2021,3521.709
"49087",7,7,8,2021,3590.343
"49088",8,7,8,2021,3762.732
"49089",9,7,8,2021,3942.89
"49090",10,7,8,2021,4127.967
"49091",11,7,8,2021,4320.29
"49092",12,7,8,2021,4453.081
"49093",13,7,8,2021,4643.507
"49094",14,7,8,2021,4806.882
"49095",15,7,8,2021,4831.522
"49096",16,7,8,2021,4891.979
"49097",17,7,8,2021,4919.718
"49098",18,7,8,2021,4845.417
"49099",19,7,8,2021,4681.726
"49100",20,7,8,2021,4525.697
"49101",21,7,8,2021,4387.335
"49102",22,7,8,2021,4136.843
"49103",23,7,8,2021,3852.929
"49104",0,8,8,2021,3615.225
"49105",1,8,8,2021,3445.599
"49106",2,8,8,2021,3309.569
"49107",3,8,8,2021,3230.952
"49108",4,8,8,2021,3174.731
"49109",5,8,8,2021,3171.693
"49110",6,8,8,2021,3200.598
"49111",7,8,8,2021,3274.157
"49112",8,8,8,2021,3508.55
"49113",9,8,8,2021,3810.643
"49114",10,8,8,2021,4084.826
"49115",11,8,8,2021,4400.15
"49116",12,8,8,2021,4721.252
"49117",13,8,8,2021,4968.363
"49118",14,8,8,2021,5159.913
"49119",15,8,8,2021,5302.412
"49120",16,8,8,2021,5413.709
"49121",17,8,8,2021,5462.163
"49122",18,8,8,2021,5383.521
"49123",19,8,8,2021,5206.416
"49124",20,8,8,2021,5021.406
"49125",21,8,8,2021,4808.199
"49126",22,8,8,2021,4425.697
"49127",23,8,8,2021,4126.707
"49128",0,9,8,2021,3890.387
"49129",1,9,8,2021,3700.507
"49130",2,9,8,2021,3569.36
"49131",3,9,8,2021,3490.284
"49132",4,9,8,2021,3516.077
"49133",5,9,8,2021,3631.22
"49134",6,9,8,2021,3814.539
"49135",7,9,8,2021,4021.218
"49136",8,9,8,2021,4274.142
"49137",9,9,8,2021,4491.664
"49138",10,9,8,2021,4905.152
"49139",11,9,8,2021,5277.043
"49140",12,9,8,2021,5618.069
"49141",13,9,8,2021,5846.684
"49142",14,9,8,2021,6014.889
"49143",15,9,8,2021,6059.659
"49144",16,9,8,2021,6045.457
"49145",17,9,8,2021,5995.399
"49146",18,9,8,2021,5745.901
"49147",19,9,8,2021,5590.784
"49148",20,9,8,2021,5449.374
"49149",21,9,8,2021,5242.918
"49150",22,9,8,2021,4890.649
"49151",23,9,8,2021,4498.37
"49152",0,10,8,2021,4194.372
"49153",1,10,8,2021,3978.719
"49154",2,10,8,2021,3839.939
"49155",3,10,8,2021,3763.991
"49156",4,10,8,2021,3764.368
"49157",5,10,8,2021,3860.067
"49158",6,10,8,2021,4019.453
"49159",7,10,8,2021,4148.441
"49160",8,10,8,2021,4329.052
"49161",9,10,8,2021,4634.409
"49162",10,10,8,2021,4996.261
"49163",11,10,8,2021,5380.492
"49164",12,10,8,2021,5533.275
"49165",13,10,8,2021,5961.346
"49166",14,10,8,2021,5965.379
"49167",15,10,8,2021,5942.372
"49168",16,10,8,2021,5950.239
"49169",17,10,8,2021,5865.194
"49170",18,10,8,2021,5791.86
"49171",19,10,8,2021,5666.444
"49172",20,10,8,2021,5519.732
"49173",21,10,8,2021,5320.004
"49174",22,10,8,2021,4936.198
"49175",23,10,8,2021,4546.25
"49176",0,11,8,2021,4262.784
"49177",1,11,8,2021,4024.488
"49178",2,11,8,2021,3869.551
"49179",3,11,8,2021,3794.546
"49180",4,11,8,2021,3769.102
"49181",5,11,8,2021,3880.773
"49182",6,11,8,2021,4087.397
"49183",7,11,8,2021,4259.142
"49184",8,11,8,2021,4471.913
"49185",9,11,8,2021,4730.034
"49186",10,11,8,2021,5031.343
"49187",11,11,8,2021,5329.977
"49188",12,11,8,2021,5600.483
"49189",13,11,8,2021,5836.562
"49190",14,11,8,2021,5848.529
"49191",15,11,8,2021,5726.608
"49192",16,11,8,2021,5741.478
"49193",17,11,8,2021,5751.864
"49194",18,11,8,2021,5749.799
"49195",19,11,8,2021,5558.566
"49196",20,11,8,2021,5399.66
"49197",21,11,8,2021,5192.479
"49198",22,11,8,2021,4835.436
"49199",23,11,8,2021,4476.237
"49200",0,12,8,2021,4172.982
"49201",1,12,8,2021,3956.974
"49202",2,12,8,2021,3822.668
"49203",3,12,8,2021,3743.512
"49204",4,12,8,2021,3741.695
"49205",5,12,8,2021,3854.97
"49206",6,12,8,2021,4074.886
"49207",7,12,8,2021,4291.471
"49208",8,12,8,2021,4550.745
"49209",9,12,8,2021,4862.468
"49210",10,12,8,2021,5057.351
"49211",11,12,8,2021,5629.32
"49212",12,12,8,2021,5938.95
"49213",13,12,8,2021,6191.058
"49214",14,12,8,2021,6278.651
"49215",15,12,8,2021,6232.576
"49216",16,12,8,2021,6229.043
"49217",17,12,8,2021,6133.254
"49218",18,12,8,2021,6076.472
"49219",19,12,8,2021,5879.153
"49220",20,12,8,2021,5694.494
"49221",21,12,8,2021,5467.354
"49222",22,12,8,2021,5057.799
"49223",23,12,8,2021,4710.949
"49224",0,13,8,2021,4398.359
"49225",1,13,8,2021,4191.728
"49226",2,13,8,2021,4034.234
"49227",3,13,8,2021,3942.098
"49228",4,13,8,2021,3921.466
"49229",5,13,8,2021,3977.223
"49230",6,13,8,2021,4122.886
"49231",7,13,8,2021,4313.026
"49232",8,13,8,2021,4557.339
"49233",9,13,8,2021,4937.622
"49234",10,13,8,2021,5347.61
"49235",11,13,8,2021,5738.999
"49236",12,13,8,2021,6047.325
"49237",13,13,8,2021,6115.015
"49238",14,13,8,2021,6034.825
"49239",15,13,8,2021,5791.569
"49240",16,13,8,2021,5756.548
"49241",17,13,8,2021,5684.643
"49242",18,13,8,2021,5555.444
"49243",19,13,8,2021,5346.502
"49244",20,13,8,2021,5192.711
"49245",21,13,8,2021,4988.24
"49246",22,13,8,2021,4636.415
"49247",23,13,8,2021,4316.41
"49248",0,14,8,2021,4060.587
"49249",1,14,8,2021,3847.437
"49250",2,14,8,2021,3725.154
"49251",3,14,8,2021,3662.151
"49252",4,14,8,2021,3647.726
"49253",5,14,8,2021,3667.003
"49254",6,14,8,2021,3706.1
"49255",7,14,8,2021,3790.474
"49256",8,14,8,2021,4044.021
"49257",9,14,8,2021,4324.213
"49258",10,14,8,2021,4627.187
"49259",11,14,8,2021,4924.867
"49260",12,14,8,2021,5217.555
"49261",13,14,8,2021,5429.639
"49262",14,14,8,2021,5537.475
"49263",15,14,8,2021,5671.722
"49264",16,14,8,2021,5742.704
"49265",17,14,8,2021,5709.565
"49266",18,14,8,2021,5526.257
"49267",19,14,8,2021,5273.739
"49268",20,14,8,2021,5084.846
"49269",21,14,8,2021,4836.118
"49270",22,14,8,2021,4495.759
"49271",23,14,8,2021,4221.017
"49272",0,15,8,2021,3955.997
"49273",1,15,8,2021,3756.815
"49274",2,15,8,2021,3625.686
"49275",3,15,8,2021,3522.748
"49276",4,15,8,2021,3483.217
"49277",5,15,8,2021,3457.533
"49278",6,15,8,2021,3477.021
"49279",7,15,8,2021,3540.653
"49280",8,15,8,2021,3713.078
"49281",9,15,8,2021,3889.111
"49282",10,15,8,2021,4069.681
"49283",11,15,8,2021,4252.769
"49284",12,15,8,2021,4463.302
"49285",13,15,8,2021,4638.893
"49286",14,15,8,2021,4818.739
"49287",15,15,8,2021,4973.085
"49288",16,15,8,2021,5088.174
"49289",17,15,8,2021,5124.182
"49290",18,15,8,2021,5044.492
"49291",19,15,8,2021,4876.504
"49292",20,15,8,2021,4753.191
"49293",21,15,8,2021,4613.495
"49294",22,15,8,2021,4341.673
"49295",23,15,8,2021,4055.204
"49296",0,16,8,2021,3864.828
"49297",1,16,8,2021,3738.786
"49298",2,16,8,2021,3653.705
"49299",3,16,8,2021,3578.892
"49300",4,16,8,2021,3557.351
"49301",5,16,8,2021,3741.339
"49302",6,16,8,2021,4013.393
"49303",7,16,8,2021,4185.508
"49304",8,16,8,2021,4292.853
"49305",9,16,8,2021,4425.665
"49306",10,16,8,2021,4575.848
"49307",11,16,8,2021,4753.568
"49308",12,16,8,2021,4913.407
"49309",13,16,8,2021,5067.153
"49310",14,16,8,2021,5257.455
"49311",15,16,8,2021,5346.998
"49312",16,16,8,2021,5396.49
"49313",17,16,8,2021,5421.434
"49314",18,16,8,2021,5361.523
"49315",19,16,8,2021,5220.263
"49316",20,16,8,2021,5014.434
